FILIAL; DATA PROC; IDADE INI; IDADE FIM;SETOR LOJA   ;MERC ;DIGITO;STATUS;DESCRICAO ;EMBALAGEM ;DT VENC   ;TRIBUTACAO;LC;QTDE_IDEAL;DT PRECO IND;PRECO IND;DT ULT ENTR;CUSTO ULT ENTR;QTDE ULT ENTR;QTDE PED COMPRA;QTDE PED FILIAL;QTDE PED NF AT;ESTOQ EMB1;ESTOQ EMB9;CUSTO MEDIO;PRECO VENDA;PERC RENT;QTDE VENDA EMB1;IDADE;NAO VENDE;TP ETIQ;MIX;DT PRECO;EMB.INTERMEDIARIA;PAR;DIREITO DEVOLUCAO;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;65959;179; ;SALSA DESIDRATADA KISABOR          ;FDO 1 X 30 8G     ;; ; ;340;     ;0;14/03/2023;53,42;2;0;0;0;1;23;59,37;71,7;-6,81;0;14;5;C; ;03/08/2022;;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;14650;172; ;SALSA DESIDRATADA KITANO 15463     ;FDO 1 X 24 8G     ;; ; ;120;10/02;15,9;03/03/2023;54,23;4;0;0;0;1;5;53,99;78,96;7,61;2;25;3;C; ;29/08/2022;S;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;14169;135; ;SALSA DESIDRATADA KODILAR          ;CXA 1 X 50 18G    ;; ; ;150;     ;0;15/03/2023;80,46;5;0;0;0;5;42;80,4;134,5;16,21;0;21,91;4;C; ;03/08/2022;S;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;45831;158; ;SEMENTE CHIA KODILAR               ;CXA 1 X 12 100G   ;; ; ;125;     ;0;15/03/2023;51,44;10;0;0;0;8;8;51,42;86,28;7,13;1;13;0;C; ;13/07/2022;;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;78482;135; ;TEMP BR SPICES FIT COMPLETO POTE   ;CXA 1 X 12 50G    ;; ; ;221;     ;0;23/03/2023;111,05;2;0;0;0;1;10;107,33;142,68;0,76;1;5;2;C; ;22/12/2022;; ; ;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;39950;133; ;TEMP.ARISCO COMPLETO C/PIMENTA     ;CXA 1 X 24 300G   ;;*; ;102;     ;0;25/01/2023;92,6;2;0;0;0;1;4;94,31;110,16;-0,86;0;62;3;X; ;25/01/2023;;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;39951;199; ;TEMP.ARISCO COMPLETO S/PIMENTA     ;CXA 1 X 24 300G   ;;*; ;102;     ;0;25/03/2023;95,83;3;0;0;0;2;23;94,31;110,16;-0,86;0;3;2;X; ;25/01/2023;;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;82265;186; ;TEMP.ARISCO TEMPERA MAIS CARNES    ;CXA 1 X 24 50G    ;;*; ;200;     ;0;25/01/2023;70,48;2;0;0;0;1;4;70,76;90,96;6,95;0;62;0;C; ;15/11/2022;; ; ;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;82266;145; ;TEMP.ARISCO TEMPERA MAIS FRANGO    ;CXA 1 X 24 50G    ;;*; ;200;     ;0;25/03/2023;70,77;2;0;0;0;3;10;70,76;90,96;6,95;0;11,7;4;C; ;15/11/2022;; ; ;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;78474;176; ;TEMP.BR SPICES CHIMICHURRI POTE    ;CXA 1 X 12 70G    ;; ; ;221;     ;0;23/03/2023;124,72;2;0;0;0;1;9;122,5;167,88;3,02;0;5;2;C; ;06/10/2022;; ; ;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;33363;161; ;TEMP.DUSUL ALHO/SAL                ;CXA 1 X 24 290G   ;;*; ;136;     ;0;07/03/2023;43,39;2;0;0;0;1;22;43,29;51,6;0,84;2;21;0;C;N;02/06/2022;S;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;61903;121; ;TEMP.DUSUL COMPLETO C/BACON        ;CXA 1 X 24 290G   ;;*; ;136;     ;0;07/03/2023;43,38;2;0;0;0;1;6;43,29;51,6;0,84;1;21;4;C; ;02/06/2022;S;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;33361;142; ;TEMP.DUSUL COMPLETO S/PIMENTA      ;CXA 1 X 24 290G   ;;*; ;136;     ;0;07/03/2023;43,39;1;0;0;0;1;1;43,29;51,6;0,84;1;22,56;11;C; ;02/06/2022;S;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;33360;177; ;TEMP.DUSUL PT ALHO/SAL             ;CXA 1 X 6 900G   ;;*; ;100;     ;0;07/03/2023;32,81;1;0;0;0;0;1;32,4;38,94;1,55;1;21;3;C;N;05/08/2022;S;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;65958;119; ;TEMP.KISABOR CHIMICHURRI           ;FDO 1 X 30 15G    ;;*; ;340;     ;0;14/03/2023;86,91;10;0;0;0;8;0;86,79;104,7;1,84;2;14;0;C; ;13/03/2023;;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;73276;122; ;TEMP.KITANO CEBOLA/ALHO/SALSA      ;CXA 1 X 24 40G    ;; ; ;36;     ;0;07/03/2023;93,98;5;0;0;0;3;16;93,72;143,76;10,8;1;21;0;C; ;03/08/2022;; ; ;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;12569;103; ;TEMP.KITANO T.CHEF AV/PE/LEG.15643 ;CXA 8 X 3 120G   ;;*; ;80;10/02;42,25;02/11/2022;153,12;2;0;0;0;1;4;146,37;191,77;8,42;0;146;3;C; ;04/08/2022;S;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;82267;104; ;TEMP.KNORR ARROZ                   ;CXA 1 X 24 50G    ;;*; ;200;     ;0;25/01/2023;79,75;2;0;0;0;2;1;79,54;99,6;4,88;0;63,83;3;C; ;28/10/2022;; ; ;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;82269;123; ;TEMP.KNORR CARNES                  ;CXA 1 X 24 50G    ;;*; ;200;     ;0;23/03/2023;80,63;2;0;0;0;1;23;79,54;99,6;4,88;1;5;5;C; ;28/10/2022;; ; ;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;82268;164; ;TEMP.KNORR FEIJAO                  ;CXA 1 X 24 50G    ;;*; ;200;     ;0;23/03/2023;80,88;1;0;0;0;2;7;79,54;99,6;4,88;0;14,01;3;C; ;28/10/2022;; ; ;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;82270;161; ;TEMP.KNORR FRANGO                  ;CXA 1 X 24 50G    ;;*; ;200;     ;0;08/03/2023;79,67;2;0;0;0;2;9;79,54;99,6;4,88;0;25,68;3;C; ;28/10/2022;; ; ;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;23771;186; ;TEMP.KODILAR COMPLETO              ;CXA 1 X 24 500G   ;;*; ;65;     ;0;12/01/2023;57,48;2;0;0;0;2;17;58,67;100,56;26,4;1;119,2;0;C;N;05/08/2022;;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;76886;141; ;TEMP.KODILAR EDU GUEDES            ;FDO 1 X 50 40G    ;;*; ;84;     ;0;15/03/2023;215,55;2;0;0;0;4;10;214,91;274,52;6,46;1;35,71;2;C; ;05/08/2022;; ; ;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;76888;160; ;TEMP.KODILAR LEMON PEPPER          ;FDO 1 X 50 30G    ;;*; ;84;     ;0;15/03/2023;168,85;10;0;0;0;9;28;168,56;224,5;9,66;0;13;0;C; ;05/08/2022;; ; ;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;17333;120; ;TEMP.MAGGI FONDOR                  ;CXA 10 X 3 120G   ;;*; ;120;13/04;62,6;14/02/2023;147,74;1;0;0;0;1;12;141,33;158,71;-4,29;0;107,42;3;C; ;22/03/2023;S;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;17332;161; ;TEMP.MAGGI GRILL P/CARNE           ;CXA 10 X 3 120G   ;;*; ;120;13/04;62,6;24/08/2022;140,32;5;0;0;0;1;15;141,33;158,71;-4,29;0;216;3;C; ;22/03/2023;S;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;5948;147; ;TEMP.MAIS SABOR ARROZ BRANCO 15952 ;CXA 4 X 6 60G    ;;*; ;207;24/05;23,18;07/03/2023;83,51;2;0;0;0;2;2;82,8;21,36;-302,91;2;24,64;0;C;N;23/03/2023;S;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;25061;177; ;TEMP.MAIS SABOR AVES 613           ;CXA 8 X 6 60G    ;;*; ;80;     ;0;09/01/2023;155;4;0;0;0;5;4;165,61;42,72;-302,91;2;80,55;0;C; ;23/03/2023;;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;25062;136; ;TEMP.MAIS SABOR CARNE 615          ;CXA 8 X 6 60G    ;;*; ;90;     ;0;07/03/2023;167,1;5;0;0;0;2;17;165,61;42,72;-302,91;2;21;0;C; ;23/03/2023;S;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;25064;155; ;TEMP.MAIS SABOR FEIJAO 616         ;CXA 8 X 6 60G    ;;*; ;80;     ;0;07/03/2023;166,98;5;0;0;0;7;39;165,61;42,72;-302,91;2;35,58;0;C; ;23/03/2023;S;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;25063;196; ;TEMP.MAIS SABOR LEGUMES 617        ;CXA 8 X 6 60G    ;;*; ;80;     ;0;16/03/2023;170,06;2;0;0;0;10;17;165,61;42,72;-302,91;3;25,74;0;C; ;23/03/2023;S;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;25065;114; ;TEMP.MAIS SABOR MASSAS 618         ;CXA 8 X 6 60G    ;;*; ;80;     ;0;09/07/2022;122,37;10;0;0;0;4;33;165,61;42,72;-302,91;7;262;0;C; ;23/03/2023;S;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;41770;122; ;TEMP.MAIS SABOR NORDESTINO-1188    ;CXA 1 X 24 60G    ;;*; ;207;     ;0;07/03/2023;83,51;7;0;0;0;4;16;82,8;21,36;-302,91;2;21;0;C; ;23/03/2023;;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;9186;104; ;TEMP.MEU SEGREDO MAGGI             ;CXA 1 X 42 49G    ;;*; ;108;     ;0;02/03/2023;128,06;5;0;0;0;5;1;126,54;138,18;-6,82;0;26,12;0;C; ;22/03/2023;S;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;72474;188; ;TEMP.MEU SEGREDO MAGGI CEBOLA/ALHO ;CXA 1 X 42 49G    ;;*; ;108;     ;0;02/03/2023;128,1;1;0;0;0;1;9;126,54;138,18;-6,82;0;28,82;3;C; ;22/03/2023;S; ; ;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;72476;106; ;TEMP.MEU SEGREDO MAGGI CHEIRO VERDE;CXA 1 X 42 49G    ;;*; ;108;     ;0;02/03/2023;128,23;2;0;0;0;3;25;126,54;138,18;-6,82;0;33,09;0;C; ;22/03/2023;S; ; ;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;23422;181; ;TEMP.SABOR AMI ALHO/SAL            ;CXA 4 X 6 300G   ;;*; ;90;09/08;22,67;11/01/2023;80,94;10;0;0;0;4;6;81,14;105,36;7,73;2;76;0;C; ;27/01/2023;S;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;10140;126; ;TEMP.SABOR AMI C/PIMENTA           ;CXA 1 X 12 1KG    ;;*; ;40;19/03;36,83;11/01/2023;125,47;5;0;0;0;2;1;125,69;166,8;9,39;1;76;4;C; ;27/01/2023;S;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;23420;156; ;TEMP.SABOR AMI COMPL.C/PIMENTA     ;CXA 4 X 6 300G   ;;*; ;90;13/05;22,67;29/11/2022;83,35;3;0;0;0;1;8;81,14;105,36;7,73;1;119;3;C; ;27/01/2023;S;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;23421;121; ;TEMP.SABOR AMI COMPL.S/PIMENTA     ;CXA 4 X 6 300G   ;;*; ;90;19/01;22,67;11/01/2023;80,94;10;0;0;0;1;18;81,14;105,36;7,73;3;76;0;C; ;27/01/2023;S;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;10134;192; ;TEMP.SABOR AMI S/PIMENTA           ;CXA 1 X 12 1KG    ;;*; ;40;18/03;36,83;11/01/2023;125,47;10;0;0;0;2;10;125,69;166,8;9,39;3;76;0;C; ;27/01/2023;S;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;56699;117; ;TEMP.SADIO C/AMACIANTE DE CARNE    ;CXA 1 X 12 500ML  ;;*; ;132;     ;0;09/01/2023;27,85;4;0;0;0;3;11;27,78;37,08;9,83;0;78;0;C; ;21/09/2022;;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;56700;146; ;TEMP.SADIO CASEIRO                 ;CXA 1 X 12 500ML  ;;*; ;132;     ;0;23/03/2023;15,62;4;0;0;0;3;10;14,14;17,88;5,64;2;5;0;C; ;28/01/2023;S;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;6335;142; ;TEMP.SADIO COMPLETO ESP.           ;CXA 1 X 12 500ML  ;;*; ;132;     ;0;04/10/2022;30,06;20;0;0;0;8;11;28,24;37,08;8,59;1;175;7;C; ;21/09/2022;S;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;55869;167; ;TEMP.SAO BRAZ MISTO                ;FDO 1 X 100 100G   ;;*; ;88;     ;0;23/03/2023;112,68;5;0;0;0;3;11;112,68;145;7,03;1;5;0;C; ;05/11/2021;S;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;29955;137; ;TEMP.SAZON AMARELO                 ;CXA 8 X 6 60G    ;;*; ;100;09/08;64,96;11/01/2023;177;50;0;0;0;23;37;164,84;220,33;9,93;25;76;0;C; ;26/03/2023;S;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;60385;119; ;TEMP.SAZON BRANCO                  ;CXA 1 X 48 60G    ;;*; ;100;     ;0;25/02/2023;164,18;10;0;0;0;13;10;164,84;220,33;9,93;2;39,01;0;C; ;26/03/2023;S;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;19746;137; ;TEMP.SAZON LARANJA                 ;CXA 8 X 6 60G    ;;*; ;100;31/05;64,96;25/02/2023;163,95;6;0;0;0;12;1;164,84;220,33;9,93;3;39,36;0;C; ;26/03/2023;S;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;19745;178; ;TEMP.SAZON MARROM                  ;CXA 8 X 6 60G    ;;*; ;100;18/03;64,96;10/02/2023;163,77;30;0;0;0;38;28;164,84;220,33;9,93;8;48,22;0;C; ;26/03/2023;S;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;14807;167; ;TEMP.SAZON SABOR DO NORDESTE       ;CXA 8 X 6 60G    ;;*; ;100;23/02;64,96;25/02/2023;163,96;10;0;0;0;35;19;164,84;220,33;9,93;5;43,28;0;C; ;26/03/2023;S;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;10261;139; ;TEMP.SAZON SALADA                  ;CXA 8 X 6 60G    ;;*; ;100;18/03;64,96;23/01/2023;163,85;5;0;0;0;3;16;164,84;220,33;9,93;2;64;0;C; ;26/03/2023;S;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;47345;114; ;TEMP.SAZON TOQUE DE ALHO           ;CXA 1 X 48 60G    ;;*; ;100;     ;0;25/02/2023;164,18;10;0;0;0;14;39;164,84;220,33;9,93;2;35,87;0;C; ;26/03/2023;S;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;21746;152; ;TEMP.SAZON VERDE                   ;CXA 8 X 6 60G    ;;*; ;100;19/03;64,96;10/02/2023;163,77;20;0;0;0;64;36;164,84;220,33;9,93;12;134,65;0;C; ;26/03/2023;S;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;21752;193; ;TEMP.SAZON VERMELHO                ;CXA 8 X 6 60G    ;;*; ;100;23/02;64,96;10/02/2023;163,76;20;0;0;0;51;42;164,84;220,33;9,93;18;64,43;0;C; ;26/03/2023;S;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;30353;169; ;TEMP.TEMPERAFACIL CARNES           ;CXA 1 X 48 60G    ;;*; ;80;     ;0;17/01/2023;106,18;5;0;0;0;20;38;108,55;143,53;9,11;0;78,59;0;X; ;04/03/2023;;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;35996;116; ;TEMP.TEMPERAFACIL CARNES C/ERVAS   ;CXA 1 X 48 60G    ;;*; ;80;     ;0;15/03/2023;111,6;5;0;0;0;9;22;108,55;143,53;9,11;0;39,86;0;C; ;04/03/2023;;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;35997;176; ;TEMP.TEMPERAFACIL FEIJAO           ;CXA 1 X 48 60G    ;;*; ;80;     ;0;17/01/2023;106,03;10;0;0;0;14;15;108,55;143,53;9,11;1;170,63;4;C; ;04/03/2023;;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;23941;133; ;TEMP.TEMPERAFACIL LEGUMES          ;CXA 1 X 48 60G    ;;*; ;100;     ;0;15/03/2023;111,86;2;0;0;0;7;22;108,55;143,53;9,11;2;68,75;0;C; ;04/03/2023;S;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;36000;121; ;TEMP.TEMPERAFACIL NORDESTE         ;CXA 1 X 48 60G    ;;*; ;80;     ;0;17/01/2023;106,05;10;0;0;0;11;20;108,55;143,53;9,11;0;111,44;3;X; ;04/03/2023;;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;35999;195; ;TEMP.TEMPERAFACIL SALADA           ;CXA 1 X 48 60G    ;;*; ;80;     ;0;18/02/2023;106,93;8;0;0;0;6;33;108,55;143,53;9,11;0;38;6;X; ;04/03/2023;;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;63312;107; ;TEMPERO BAIANO KITANO              ;CXA 1 X 24 40G    ;;*; ;120;     ;0;07/03/2023;124,86;3;0;0;0;0;13;124,9;155,76;4,56;2;21;0;C; ;04/08/2022;;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;72246;190; ;TEMPERO KISABOR CARNE              ;CXA 1 X 24 40G    ;;*; ;340;     ;0;04/10/2022;79,67;10;0;0;0;3;11;70,19;90;6,76;0;175;3;C; ;13/03/2023;; ; ;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;72247;149; ;TEMPERO KISABOR FRANGO             ;CXA 1 X 24 40G    ;;*; ;340;     ;0;04/10/2022;79,67;10;0;0;0;3;6;70,33;90;6,6;1;175;0;C; ;13/03/2023;; ; ;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;35666;108; ;VINAGRE FIGUEIRA ALCOOL            ;FDO 1 X 12 500ML  ;; ; ;132;     ;0;11/02/2023;10,51;132;0;0;0;103;7;9,57;15;13,91;88;45;0;C; ;31/01/2023;;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;22131;128; ;VINAGRE MARATA ALCOOL              ;CXA 1 X 12 500ML  ;; ; ;132;     ;0;07/03/2023;10,78;66;0;0;66;69;8;10,6;16,56;13,68;54;22,05;0;C;N;10/02/2023;;N;N;
273;28/03/23;   0;9999;018-TEMPEROS/CONDI/SAL/VINAGRE.                                                                         ;56698;158; ;VINAGRE SADIO ALCOOL               ;CXA 1 X 12 500ML  ;; ; ;132;     ;0;15/12/2022;10,1;264;0;0;0;80;4;8,91;15;18,29;146;103;0;C; ;15/03/2023;;N;N;
273;28/03/23;   0;9999;019-RACAO/PETSHOP/CAMP.                                                                                 ;66629;169; ;ADITIVO P/OLEO LUB.DRAFT 52602     ;CXA 1 X 24 500ML  ;; ; ;60;     ;0;13/03/2021;231,86;5;0;0;0;2;14;237,01;549,6;23,62;0;0;2;C; ;11/03/2021;;N;N;
273;28/03/23;   0;9999;019-RACAO/PETSHOP/CAMP.                                                                                 ;60410;160; ;ALCOOL GEL FIAT LUX ACENDEDOR      ;CXA 1 X 12 420G   ;; ; ;126;     ;0;16/02/2023;57,68;3;0;0;0;5;9;57,42;94,8;8,41;0;131,47;0;C; ;17/08/2022;;N;N;
273;28/03/23;   0;9999;019-RACAO/PETSHOP/CAMP.                                                                                 ;73723;108; ;ALCOOL GEL ZULU ACENDEDOR 80INPM   ;BRC 1 X 1 5KG    ;; ; ;72;     ;0;08/08/2022;60,45;3;0;0;0;4;0;41,98;95,9;25,21;0;296,5;999;C; ;08/08/2022;; ; ;
273;28/03/23;   0;9999;019-RACAO/PETSHOP/CAMP.                                                                                 ;3571;105; ;ALGICIDA MANUTENCAO HTH            ;CXA 1 X 16 1L     ;; ; ;42;     ;0;16/03/2023;296,05;3;0;0;0;3;14;291,51;590,4;17,37;0;27,8;2;C;N;02/02/2023;;N;N;
273;28/03/23;   0;9999;019-RACAO/PETSHOP/CAMP.                                                                                 ;80614;184; ;ANIMAIS TOYMIX FRIC.COLECIONAVEIS  ;CXA 1 X 25 1UND   ;; ; ;40;     ;0;23/09/2022;407,89;1;0;0;0;0;8;407,75;872,5;20,01;0;186;60;C; ;29/09/2022;; ; ;
273;28/03/23;   0;9999;019-RACAO/PETSHOP/CAMP.                                                                                 ;27577;152; ;AREIA HIGIENICA P/GATOS BAW WAW    ;FDO 1 X 5 4KG    ;; ; ;49;     ;0;27/03/2023;27,63;14;0;0;0;14;0;26,17;59,5;22,73;2;1;25;C;N;21/03/2023;;N;N;
273;28/03/23;   0;9999;019-RACAO/PETSHOP/CAMP.                                                                                 ;62386;195; ;AROMATIZANTE PROAUTO GEL SORTIDO   ;CXA 1 X 24 60G    ;; ; ;252;     ;0;15/03/2023;126,79;6;0;0;0;8;2;123,47;203,76;6,39;2;13,25;2;C; ;08/10/2022;;N;N;
273;28/03/23;   0;9999;019-RACAO/PETSHOP/CAMP.                                                                                 ;4669;192; ;AROMATIZANTE PROAUTO SORTIDO       ;CXA 1 X 24 80ML   ;; ; ;182;16/10;25,84;15/03/2023;126,81;5;0;0;0;9;2;122,25;203,76;6,99;3;40,87;0;C;N;08/10/2022;S;N;N;
273;28/03/23;   0;9999;019-RACAO/PETSHOP/CAMP.                                                                                 ;8604;100; ;ARROZ AU AU P/CAES                 ;FDO 1 X 6 5KG    ;; ; ;36;     ;0;27/02/2023;62,24;72;72;0;0;25;4;62,27;93;9,03;45;29;0;C; ;07/10/2022;;N;N;
273;28/03/23;   0;9999;019-RACAO/PETSHOP/CAMP.                                                                                 ;49501;124; ;BIFINHO P/CAES BAW WAW CARNE       ;CXA 1 X 60 50G    ;;*; ;112;     ;0;27/03/2023;164,07;3;0;0;0;3;4;161,36;275,4;26,15;1;1,86;2;C; ;07/03/2023;S;N;N;
273;28/03/23;   0;9999;019-RACAO/PETSHOP/CAMP.                                                                                 ;62026;163; ;BIFINHO P/CAES DOGUITOS CARNE      ;CXA 1 X 20 65G    ;;*; ;105;     ;0;14/02/2023;93,05;1;0;0;0;0;10;92,67;155,8;25,26;1;42;2;C; ;11/08/2022;S;N;N;
273;28/03/23;   0;9999;019-RACAO/PETSHOP/CAMP.                                                                                 ;16924;150; ;BISC.P/CAES PEDIGREE BISCROK MULT  ;CXA 1 X 22 500G   ;;*; ;21;     ;0;04/02/2023;352,93;1;0;0;0;0;2;349,96;503,8;15,28;0;52;3;C; ;14/02/2023;;N;N;
273;28/03/23;   0;9999;019-RACAO/PETSHOP/CAMP.                                                                                 ;59245;118; ;BOIA REDONDA MOR 60CM              ;CXA 1 X 36 1UND   ;; ; ;60;     ;0;10/05/2022;247,46;1;0;0;0;0;20;269,92;500,4;12,8;0;322;13;C; ;01/03/2023;;N;N;
273;28/03/23;   0;9999;019-RACAO/PETSHOP/CAMP.                                                                                 ;55386;190; ;BOMBA AR MANUAL BEL                ;CXA 1 X 12 1UND   ;; ; ;28;     ;0;29/03/2022;346,89;1;0;0;0;1;2;299,78;514,8;8,51;0;378,42;21;C; ;25/02/2023;;N;N;
273;28/03/23;   0;9999;019-RACAO/PETSHOP/CAMP.                                                                                 ;57174;106; ;CARVAO VEGETAL FOGO SERTANEJO      ;PCT 1 X 1 2,5KG  ;; ; ;150;     ;0;08/03/2023;8,76;100;0;0;0;125;0;8,87;14,9;7,14;20;22,16;0;C; ;25/02/2023;;N;N;
273;28/03/23;   0;9999;019-RACAO/PETSHOP/CAMP.                                                                                 ;9328;136; ;CERA AUTOM.PEROLA POLIDORA LIQUIDA ;CXA 1 X 24 500ML  ;; ; ;60;03/04;68,1;22/06/2022;241,27;10;0;0;0;4;1;240,71;540;22,17;0;279;0;C; ;06/12/2022;S;N;N;
273;28/03/23;   0;9999;019-RACAO/PETSHOP/CAMP.                                                                                 ;62388;113; ;CERA SUPER BRILHO PROAUTO          ;CXA 1 X 12 500ML  ;; ; ;72;     ;0;23/03/2023;160,45;1;0;0;0;3;10;180,84;274,8;0,93;0;11,39;7;C; ;11/11/2022;;N;N;
